Hourly Report for WAWP
STN YYYYMMDD GG QFE36   QFF36   TEMP36   DEWP36   RH36   WD36   WS36   WD36   WS36   RA36   
000 20260515 06 10040   10055    303      274      85    291      6    290      6        0  
000 20260515 07 10039   10053    300      273      86    272      5    282      6        0  
000 20260515 08 10044   10059    292      270      88    256      4    264      5        0  
000 20260515 09 10055   10070    276      262      92    165     12    206      7       23  
000 20260515 10 10056   10071    246      245     100    083      3    134      5       40  
000 20260515 11 10058   10073    245      245     100    341      2    052      3        1  
000 20260515 12 10063   10079    246      245     100    083      2    115      2        0  
000 20260515 13 10068   10083    248      247     100    114      2    097      1        0  
000 20260515 14 10068   10083    246      246     100    109      3    103      3        0  
000 20260515 15 10071   10086    245      245     100    219      1    147      2        0  
000 20260515 16 10069   10084    244      244     100    149      2    163      1        1  
000 20260515 17 10063   10079    241      241     100    137      1    129      1        0  
000 20260515 18 10061   10076    240      239     100    059      1    360      1        0  
000 20260515 19 10055   10071    243      242     100    100      3    110      2        0  
000 20260515 20 10054   10069    245      244     100    360      1    102      2        0  
000 20260515 21 10060   10075    243      242     100    360      1    104      1        0  
000 20260515 22 10068   10084    242      242     100    302      3    189      1        0  
000 20260515 23 10074   10089    261      259      99    243      2    264      7        7  
000 20260516 00 10082   10097    270      267      98    318      3    360      2        0  
000 20260516 01 10082   10097    281      266      92    023      4    007      4        1  
000 20260516 02 10076   10091    289      265      87    105      2    038      3        0  
000 20260516 03 10068   10083    304      266      80    314      5    321      4        0  
000 20260516 04 10058   10073    297      261      81    297      4    305      4        0  
000 20260516 05 10046   10061    300      261      80    288      5    285      5        0  
000 20260516 06 10039   10054    302      263      80    259      6    270      5        0  
000 20260516 07 10035   10050    299      265      82    279      5    274      6        0  
000 20260516 08 10035   10050    301      264      81    254      6    269      5        0  
000 20260516 09 10038   10053    299      262      81    252      3    263      4        0  
000 20260516 10 10045   10060    286      264      88    141      1    227      2        0  
000 20260516 11 10053   10068    267      266      99    174      2    140      2        0  
000 20260516 12 10060   10075    262      261     100    175      1    137      2        0  
000 20260516 13 10067   10082    259      259     100    360      1    125      2        0  
000 20260516 14 10072   10087    258      257     100    360      0    098      1        0  
000 20260516 15 10069   10084    257      257     100    132      2    124      1        0  
000 20260516 16 10068   10083    258      257     100    095      3    113      3        0  
000 20260516 17 10060   10075    258      258     100    133      2    129      2        0  
000 20260516 18 10057   10072    256      255     100    140      1    131      2        0  
000 20260516 19 10055   10070    255      254     100    128      2    126      1        0  
000 20260516 20 10058   10073    256      255     100    354      9    053      3        0  
000 20260516 21 10059   10074    254      253     100    041      5    003      7       23  
000 20260516 22 10065   10080    247      247     100    051      5    045      4        1  
000 20260516 23 10070   10085    250      250     100    066      3    058      4        0  
000 20260517 00 10076   10091    264      261      98    045      3    046      3        1  
000 20260517 01 10078   10093    276      264      93    029      4    045      4        0  
000 20260517 02 10076   10091    292      264      85    005      4    028      4        0  
000 20260517 03 10067   10082    301      263      80    309      4    317      4        0  
000 20260517 04 10064   10079    302      263      80    292      5    298      4        0  
000 20260517 05 10056   10071    301      268      82    289      6    287      5        0  
000 20260517 06 10048   10063    300      270      84    295      5    299      6        0  
000 20260517 07 10045   10060    297      271      86    273      5    277      6        0  
000 20260517 08 10042   10057    298      268      84    275      5    278      5        0  
000 20260517 09 10048   10063    297      266      83    280      3    278      3        0  
000 20260517 10 10056   10071    284      267      90    360      0    271      2        0  
000 20260517 11 10062   10077    273      271      99    360      1    360      1        0  
000 20260517 12 10066   10081    266      266     100    360      1    360      1        0  
000 20260517 13 10073   10088    262      262     100    127      3    141      1        0  
000 20260517 14 10075   10090    262      261     100    136      3    125      4        0  
000 20260517 15 10075   10090    262      262     100    137      3    135      3        0  
000 20260517 16 10073   10088    263      262     100    360      1    154      2        2  
000 20260517 17 10071   10086    260      259     100    067      3    094      3        2  
000 20260517 18 10063   10078    253      252     100    116      3    089      3        6  
000 20260517 19 10058   10073    250      249     100    086      2    103      3        0  
000 20260517 20 10059   10074    249      248     100    360      1    115      2        0  
000 20260517 21 10060   10075    247      246     100    093      3    109      1        0  
000 20260517 22 10064   10079    244      244     100    360      1    139      1        0  
000 20260517 23 10069   10084    253      252     100    360      1    147      1        0  
000 20260518 00 10078   10093    274      262      93    290      3    298      3        0  
000 20260518 01 10084   10099    287      267      89    304      3    275      5        0  
000 20260518 02 10084   10099    295      266      85    323      3    309      3        0  
000 20260518 03 10079   10094    299      269      84    277      8    318      4        0  
000 20260518 04 10065   10080    285      256      84    256      4    248      6        0  
000 20260518 05 10059   10074    303      266      81    305      3    282      3        0  
000 20260518 06 10049   10064    306      268      81    284      5    284      4        0  
000 20260518 07 10049   10064    312      263      75    314      3    292      4        0  
000 20260518 08 10055   10070    303      263      79    304      2    303      3        0  
000 20260518 09 10057   10072    303      263      79    353      3    338      2        0  
000 20260518 10 10064   10079    292      262      84    003      5    349      3        0  
000 20260518 11 10078   10093    279      266      93    003     12    028      4       20  
000 20260518 12 10084   10099    257      257     100    072      3    012      5       36  
000 20260518 13 10087   10102    251      251     100    128      5    129      5        3  
000 20260518 14 10082   10097    248      247     100    090      3    096      4        1  
000 20260518 15 10081   10096    250      249     100    138      3    125      3        0  
000 20260518 16 10079   10095    248      248     100    145      3    153      2        0  
000 20260518 17 10073   10088    247      246     100    142      4    146      3        0  
000 20260518 18 10071   10086    246      245     100    135      4    144      4        0  
000 20260518 19 10067   10082    247      247     100    130      4    127      4        0  
000 20260518 20 10065   10080    248      247     100    130      4    128      4        0  
000 20260518 21 10068   10083    246      245     100    120      1    129      3        0  
000 20260518 22 10076   10092    245      245     100    162      3    199      2        0  
000 20260518 23 10085   10100    246      245     100    180      2    170      2        0  
000 20260519 00 10095   10110    250      250     100    164      3    178      3        0  
000 20260519 01 10096   10111    266      262      98    183      4    176      4        0  
000 20260519 02 10094   10109    281      264      90    175      2    193      2        0  
000 20260519 03 10089   10104    297      267      84    272      3    224      3        0  
000 20260519 04 10082   10097    294      264      84    279      5    271      5        0  
000 20260519 05 10071   10086    294      267      86    270      5    263      5        0  
000 20260519 06 10059   10074    296      268      85    277      5    275      4        0  
000 20260519 07 10057   10072    303      269      82    235      4    263      4        0  
000 20260519 08 10058   10073    303      258      77    178      6    190      5        0  
000 20260519 09 10064   10080    285      253      83    137      3    141      4        0  
000 20260519 10 10066   10081    273      257      91    170      2    172      2        0  
000 20260519 11 10069   10084    262      260      99    197      1    360      1        0  
000 20260519 12 10074   10089    256      255     100    138      1    124      2        0  
000 20260519 13 10079   10094    256      255     100    110      3    145      3        0  
